Carcass,Unit,Visibility,GroundCover,Season,HabitatType,Split,Size,DateFound
3318,1,H,B,WS,HT2,C2,L,3/5/2017
3319,1,H,B,WS,HT2,C2,L,3/5/2017
3320,1,H,B,WS,HT2,C2,L,3/5/2017
3321,1,H,B,WS,HT2,C2,L,3/5/2017
3322,1,H,B,WS,HT2,C2,L,3/5/2017
3323,1,H,B,WS,HT2,C2,L,3/5/2017
3324,1,H,B,WS,HT2,C2,L,3/5/2017
3325,1,H,B,WS,HT2,C2,L,3/5/2017
3326,1,M,A,SF,HT2,C2,M,2/5/2017
3327,1,M,A,SF,HT2,C2,M,2/5/2017
3328,1,M,A,SF,HT2,C2,M,2/5/2017
3329,1,M,A,SF,HT2,C2,M,2/5/2017
3330,1,M,A,SF,HT2,C2,M,2/5/2017
3331,1,M,A,SF,HT2,C2,M,2/5/2017
3332,1,M,A,SF,HT2,C2,M,2/5/2017
3333,1,M,A,SF,HT2,C2,M,2/5/2017
3334,2,M,A,SF,HT1,C1,XL,3/28/2017
3335,2,M,A,SF,HT1,C1,XL,3/28/2017
3336,2,M,A,SF,HT1,C1,XL,3/28/2017
3337,2,M,A,SF,HT1,C1,XL,3/28/2017
3338,2,M,A,SF,HT1,C1,XL,3/28/2017
3339,2,M,A,SF,HT1,C1,XL,3/28/2017
3340,2,M,A,SF,HT1,C1,XL,3/28/2017
3341,2,M,A,SF,HT1,C1,XL,3/28/2017
3342,2,M,A,SF,HT1,C1,XL,3/28/2017
3343,2,M,A,SF,HT1,C1,XL,3/28/2017
3344,2,M,A,SF,HT1,C1,XL,3/28/2017
3345,2,M,A,SF,HT2,C1,XL,3/28/2017
3346,2,M,A,SF,HT2,C1,XL,3/28/2017
3347,2,M,A,SF,HT2,C1,XL,3/28/2017
3348,2,M,A,SF,HT2,C1,XL,3/28/2017
3349,2,M,A,SF,HT2,C1,XL,3/7/2017
3350,2,M,A,SF,HT2,C1,XL,3/7/2017
3351,2,M,A,SF,HT2,C1,XL,3/7/2017
3352,2,M,A,SF,HT2,C1,XL,3/7/2017
3353,2,H,A,SF,HT1,C1,XL,3/7/2017
3354,2,H,A,SF,HT1,C1,XL,3/7/2017
3355,2,H,A,SF,HT1,C1,XL,3/7/2017
3356,2,H,A,SF,HT1,C1,XL,3/7/2017
3357,2,H,A,SF,HT1,C1,XL,3/7/2017
3358,2,H,A,SF,HT1,C1,XL,3/7/2017
3359,2,H,A,SF,HT1,C1,XL,3/7/2017
3360,2,H,A,SF,HT1,C1,XL,3/7/2017
3361,2,H,A,SF,HT1,C1,XL,3/7/2017
3362,2,H,A,SF,HT1,C2,XL,3/7/2017
3363,2,H,A,SF,HT1,C2,XL,3/7/2017
3364,2,H,A,SF,HT1,C2,XL,3/7/2017
3365,2,H,A,SF,HT1,C2,XL,3/7/2017
3366,2,H,A,SF,HT1,C2,XL,3/7/2017
3367,2,H,A,SF,HT1,C2,XL,4/11/2017
3368,2,H,A,SF,HT1,C2,XL,4/11/2017
3369,2,H,A,SF,HT1,C2,XL,4/11/2017
3370,2,H,A,SF,HT1,C2,XL,4/11/2017
3371,2,H,A,SF,HT2,C2,XL,4/11/2017
3372,2,H,A,SF,HT2,C2,XL,4/11/2017
3373,2,H,A,SF,HT2,C2,XL,4/11/2017
3374,2,H,A,SF,HT2,C2,XL,4/11/2017
3375,2,H,A,SF,HT2,C2,XL,4/11/2017
3376,2,H,A,SF,HT2,C2,XL,4/11/2017
3377,2,H,A,SF,HT2,C2,XL,4/11/2017
3378,2,H,A,SF,HT2,C2,XL,4/11/2017
3379,2,H,A,SF,HT2,C2,XL,4/11/2017
3380,2,H,A,SF,HT2,C2,XL,4/11/2017
3381,2,H,A,SF,HT2,C2,XL,4/4/2017
3382,2,M,A,SF,HT2,C1,L,2/28/2017
3383,2,M,A,SF,HT2,C1,L,2/28/2017
3384,2,M,A,SF,HT2,C1,L,2/28/2017
3385,2,M,A,SF,HT2,C1,L,2/28/2017
3386,2,M,A,SF,HT2,C1,L,2/28/2017
3387,2,M,A,SF,HT2,C1,L,2/28/2017
3388,2,M,A,SF,HT2,C1,L,2/7/2017
3389,2,M,A,SF,HT2,C1,L,2/7/2017
3390,2,M,A,SF,HT2,C1,L,2/7/2017
3391,2,M,A,SF,HT2,C2,L,2/7/2017
3392,2,M,A,SF,HT2,C2,L,2/7/2017
3393,2,M,A,SF,HT2,C2,L,2/7/2017
3394,2,M,A,SF,HT2,C2,L,2/7/2017
3395,2,M,A,SF,HT2,C2,L,2/7/2017
3396,2,M,A,SF,HT2,C2,L,2/7/2017
3397,2,M,A,SF,HT2,C2,L,2/7/2017
3398,2,M,A,SF,HT2,C2,L,2/7/2017
3399,2,M,A,WS,HT2,C2,L,2/7/2017
3400,2,M,A,WS,HT2,C2,L,2/7/2017
3401,2,M,A,WS,HT2,C2,L,2/7/2017
3402,2,M,A,WS,HT2,C2,L,2/7/2017
3403,2,M,A,WS,HT2,C2,L,2/7/2017
3404,2,M,A,WS,HT2,C2,L,2/7/2017
3405,2,M,A,WS,HT2,C2,L,2/7/2017
3406,2,M,A,WS,HT2,C2,L,3/14/2017
3407,2,M,A,WS,HT2,C2,L,3/14/2017
3408,2,H,A,SF,HT2,C2,L,3/14/2017
3409,2,H,A,SF,HT2,C2,L,3/14/2017
3410,2,H,A,SF,HT2,C2,L,3/14/2017
3411,2,H,A,SF,HT2,C2,L,3/14/2017
3412,2,H,A,SF,HT2,C2,L,3/14/2017
3413,2,H,A,SF,HT2,C2,L,3/14/2017
3414,2,H,A,SF,HT2,C2,L,3/14/2017
3415,2,H,A,SF,HT2,C2,L,3/14/2017
3416,2,H,A,SF,HT2,C2,L,3/14/2017
3417,2,H,A,SF,HT2,C2,L,3/14/2017
3418,2,H,A,SF,HT2,C2,L,3/14/2017
3419,2,H,A,WS,HT2,C2,L,3/14/2017
3420,2,H,A,WS,HT2,C2,L,3/14/2017
3421,2,H,A,WS,HT2,C2,L,3/14/2017
3422,2,H,A,WS,HT2,C2,L,3/21/2017
3423,2,H,A,WS,HT2,C2,L,3/21/2017
3424,2,H,A,WS,HT2,C2,L,3/21/2017
3425,2,H,A,WS,HT2,C2,L,3/21/2017
3426,2,H,A,WS,HT2,C2,L,3/21/2017
3427,2,H,A,WS,HT2,C2,L,3/21/2017
3428,2,H,A,WS,HT2,C2,L,3/21/2017
3429,2,H,A,WS,HT2,C2,L,3/21/2017
3430,2,H,B,SF,HT1,C1,L,3/21/2017
3431,2,H,B,SF,HT1,C1,L,3/21/2017
3432,2,H,B,SF,HT1,C1,L,3/21/2017
3433,2,H,B,SF,HT1,C1,L,3/21/2017
3434,2,H,B,SF,HT1,C1,L,3/21/2017
3435,2,H,B,SF,HT1,C1,L,3/21/2017
3436,2,H,B,SF,HT1,C1,L,3/21/2017
3437,2,H,B,SF,HT1,C1,L,3/21/2017
3438,2,H,B,SF,HT1,C1,L,3/21/2017
3439,2,H,B,SF,HT1,C1,L,3/28/2017
3440,2,H,B,WS,HT1,C1,L,3/28/2017
3441,2,H,B,WS,HT1,C1,L,3/28/2017
3442,2,H,B,WS,HT1,C1,L,3/28/2017
3443,2,H,B,WS,HT1,C1,L,3/28/2017
3444,2,H,B,WS,HT1,C1,L,3/28/2017
3445,2,H,B,WS,HT1,C1,L,3/28/2017
3446,2,H,B,WS,HT1,C1,L,3/28/2017
3447,2,H,B,WS,HT1,C1,L,3/28/2017
3448,2,H,B,WS,HT1,C1,L,3/28/2017
3449,2,H,B,WS,HT2,C1,L,3/28/2017
3450,2,H,B,WS,HT2,C1,L,3/28/2017
3451,2,H,B,WS,HT2,C1,L,3/28/2017
3452,2,H,B,WS,HT2,C1,L,3/28/2017
3453,2,H,B,WS,HT2,C1,L,3/28/2017
3454,2,H,B,WS,HT2,C1,L,3/28/2017
3455,2,H,B,WS,HT2,C1,L,3/28/2017
3456,2,H,B,WS,HT2,C1,L,3/28/2017
3457,2,H,B,WS,HT2,C1,L,3/28/2017
3458,2,H,B,WS,HT2,C1,L,3/28/2017
3459,2,H,B,WS,HT2,C1,L,3/28/2017
3460,2,H,B,WS,HT2,C2,L,3/28/2017
3461,2,H,B,WS,HT2,C2,L,3/28/2017
3462,2,H,B,WS,HT2,C2,L,3/28/2017
3463,2,H,B,WS,HT2,C2,L,3/7/2017
3464,2,H,B,WS,HT2,C2,L,3/7/2017
3465,2,H,B,WS,HT2,C2,L,3/7/2017
3466,2,H,B,WS,HT2,C2,L,3/7/2017
3467,2,H,B,WS,HT2,C2,L,3/7/2017
3468,2,M,A,WS,HT2,C2,M,2/21/2017
3469,2,M,A,WS,HT2,C2,M,2/21/2017
3470,2,M,A,WS,HT2,C2,M,2/21/2017
3471,2,M,A,WS,HT2,C2,M,2/28/2017
3472,2,M,A,WS,HT2,C2,M,2/28/2017
3473,2,M,A,WS,HT2,C2,M,2/28/2017
3474,2,M,A,WS,HT2,C2,M,2/28/2017
3475,2,M,A,WS,HT2,C2,M,2/28/2017
3476,2,M,A,WS,HT2,C2,M,2/28/2017
3477,2,M,A,WS,HT2,C2,M,2/28/2017
3478,2,M,A,WS,HT2,C2,M,2/28/2017
3479,3,M,A,SF,HT1,C2,XL,2/26/2017
3480,3,M,A,SF,HT1,C2,XL,2/26/2017
3481,3,M,A,SF,HT1,C2,XL,2/26/2017
3482,3,M,A,SF,HT1,C2,XL,2/26/2017
3483,3,M,A,SF,HT1,C2,XL,2/26/2017
3484,3,M,A,SF,HT1,C2,XL,2/26/2017
3485,3,M,A,SF,HT1,C2,XL,2/28/2017
3486,3,M,A,SF,HT1,C2,XL,2/28/2017
3487,3,H,A,WS,HT1,C2,XL,2/28/2017
3488,3,H,A,WS,HT1,C2,XL,2/28/2017
3489,3,H,A,WS,HT1,C2,XL,2/28/2017
3490,3,H,A,WS,HT1,C2,XL,2/28/2017
3491,3,H,A,WS,HT1,C2,XL,2/28/2017
3492,3,H,A,WS,HT1,C2,XL,2/28/2017
3493,3,H,A,WS,HT1,C2,XL,2/28/2017
3494,3,H,A,WS,HT1,C2,XL,2/28/2017
3495,3,H,A,WS,HT1,C2,XL,2/28/2017
3496,3,H,A,WS,HT1,C2,XL,2/28/2017
3497,3,H,A,WS,HT1,C2,XL,2/28/2017
3498,3,H,A,WS,HT2,C2,XL,2/4/2017
3499,3,H,A,WS,HT2,C2,XL,2/4/2017
3500,3,H,A,WS,HT2,C2,XL,2/4/2017
3501,3,H,A,WS,HT2,C2,XL,2/4/2017
3502,3,H,A,WS,HT2,C2,XL,2/4/2017
3503,3,H,A,WS,HT2,C2,XL,2/4/2017
3504,3,H,A,WS,HT2,C2,XL,2/4/2017
3505,3,H,A,WS,HT2,C2,XL,2/6/2017
3506,3,H,A,WS,HT2,C2,XL,2/6/2017
3507,3,H,A,WS,HT2,C2,XL,2/6/2017
3508,3,H,B,WS,HT1,C1,XL,2/6/2017
3509,3,H,B,WS,HT1,C1,XL,2/8/2017
3510,3,H,B,WS,HT1,C1,XL,2/8/2017
3511,3,H,B,WS,HT1,C1,XL,2/8/2017
3512,3,H,B,WS,HT1,C1,XL,3/10/2017
3513,3,H,B,WS,HT1,C1,XL,3/10/2017
3514,3,H,B,WS,HT1,C1,XL,3/10/2017
3515,3,H,B,WS,HT1,C1,XL,3/10/2017
3516,3,H,B,WS,HT1,C1,XL,3/10/2017
3517,3,L,A,SF,HT2,C2,L,2/12/2017
3518,3,L,A,SF,HT2,C2,L,2/12/2017
3519,3,L,A,SF,HT2,C2,L,2/12/2017
3520,3,L,A,SF,HT2,C2,L,2/12/2017
3521,3,L,A,SF,HT2,C2,L,2/12/2017
3522,3,L,A,SF,HT2,C2,L,2/12/2017
3523,3,L,A,SF,HT2,C2,L,2/14/2017
3524,3,L,A,SF,HT2,C2,L,2/14/2017
3525,3,L,A,SF,HT2,C2,L,2/14/2017
3526,3,L,B,SF,HT2,C1,L,2/14/2017
3527,3,L,B,SF,HT2,C1,L,2/14/2017
3528,3,L,B,SF,HT2,C1,L,2/14/2017
3529,3,L,B,SF,HT2,C1,L,2/14/2017
3530,3,L,B,SF,HT2,C1,L,2/14/2017
3531,3,L,B,SF,HT2,C1,L,2/14/2017
3532,3,L,B,SF,HT2,C1,L,2/14/2017
3533,3,L,B,SF,HT2,C1,L,2/14/2017
3534,3,M,A,WS,HT1,C1,L,2/16/2017
3535,3,M,A,WS,HT1,C1,L,2/16/2017
3536,3,M,A,WS,HT1,C1,L,2/16/2017
3537,3,M,A,WS,HT1,C1,L,2/16/2017
3538,3,M,A,WS,HT1,C1,L,2/16/2017
3539,3,M,A,WS,HT1,C1,L,2/16/2017
3540,3,M,A,WS,HT1,C1,L,2/16/2017
3541,3,M,A,WS,HT1,C1,L,2/16/2017
3542,3,M,A,WS,HT1,C1,L,2/18/2017
3543,3,M,A,WS,HT1,C1,L,2/18/2017
3544,3,M,A,WS,HT1,C1,L,2/18/2017
3545,3,H,A,SF,HT1,C1,L,2/18/2017
3546,3,H,A,SF,HT1,C1,L,2/18/2017
3547,3,H,A,SF,HT1,C1,L,2/18/2017
3548,3,H,A,SF,HT1,C1,L,2/18/2017
3549,3,H,A,SF,HT1,C1,L,2/18/2017
3550,3,H,A,SF,HT1,C1,L,2/18/2017
3551,3,H,A,SF,HT1,C1,L,2/18/2017
3552,3,H,A,SF,HT1,C1,L,2/18/2017
3553,3,H,B,SF,HT1,C2,L,2/2/2017
3554,3,H,B,SF,HT1,C2,L,2/2/2017
3555,3,H,B,SF,HT1,C2,L,2/2/2017
3556,3,H,B,SF,HT1,C2,L,2/2/2017
3557,3,H,B,SF,HT1,C2,L,2/2/2017
3558,3,H,B,SF,HT1,C2,L,2/2/2017
3559,3,H,B,SF,HT1,C2,L,2/2/2017
3560,3,H,B,SF,HT1,C2,L,2/2/2017
3561,3,H,B,SF,HT1,C2,L,2/2/2017
3562,3,H,B,SF,HT1,C2,L,2/2/2017
3563,3,H,B,SF,HT1,C2,L,2/20/2017
3564,3,H,B,WS,HT1,C1,L,2/20/2017
3565,3,H,B,WS,HT1,C1,L,2/20/2017
3566,3,H,B,WS,HT1,C1,L,2/20/2017
3567,3,H,B,WS,HT1,C1,L,2/20/2017
3568,3,H,B,WS,HT1,C1,L,2/20/2017
3569,3,H,B,WS,HT1,C1,L,2/20/2017
3570,3,H,B,WS,HT1,C1,L,2/20/2017
3571,3,H,B,WS,HT1,C1,L,2/22/2017
3572,3,H,B,WS,HT1,C1,L,2/22/2017
3573,3,H,B,WS,HT1,C1,L,2/22/2017
3574,3,L,B,SF,HT2,C1,M,2/12/2017
3575,3,L,B,SF,HT2,C1,M,2/12/2017
3576,3,L,B,SF,HT2,C1,M,2/12/2017
3577,3,L,B,SF,HT2,C1,M,2/14/2017
3578,3,L,B,SF,HT2,C1,M,2/14/2017
3579,3,L,B,SF,HT2,C1,M,2/14/2017
3580,3,L,B,SF,HT2,C1,M,2/14/2017
3581,3,L,B,SF,HT2,C1,M,2/16/2017
3582,3,L,B,SF,HT2,C1,M,2/16/2017
3583,3,L,B,SF,HT2,C1,M,2/16/2017
3584,3,L,B,SF,HT2,C1,M,2/16/2017
3585,4,M,A,SF,HT2,C2,XL,2/5/2017
3586,4,M,A,SF,HT2,C2,XL,2/7/2017
3587,4,M,A,SF,HT2,C2,XL,2/7/2017
3588,4,M,A,SF,HT2,C2,XL,2/7/2017
3589,4,M,A,SF,HT2,C2,XL,2/7/2017
3590,4,M,A,SF,HT2,C2,XL,2/7/2017
3591,4,M,A,SF,HT2,C2,XL,2/7/2017
3592,4,M,A,SF,HT2,C2,XL,2/7/2017
3593,4,M,A,SF,HT2,C2,XL,2/7/2017
3594,4,M,A,WS,HT1,C2,XL,2/7/2017
3595,4,M,A,WS,HT1,C2,XL,2/9/2017
3596,4,M,A,WS,HT1,C2,XL,2/9/2017
3597,4,M,A,WS,HT1,C2,XL,2/9/2017
3598,4,M,A,WS,HT1,C2,XL,2/9/2017
3599,4,M,A,WS,HT1,C2,XL,2/9/2017
3600,4,M,A,WS,HT1,C2,XL,3/1/2017
3601,4,M,A,WS,HT1,C2,XL,3/1/2017
3602,4,M,A,WS,HT1,C2,XL,3/1/2017
3603,4,M,A,WS,HT1,C2,XL,3/1/2017
3604,4,H,A,WS,HT1,C1,XL,3/1/2017
3605,4,H,A,WS,HT1,C1,XL,3/1/2017
3606,4,H,A,WS,HT1,C1,XL,3/1/2017
3607,4,H,A,WS,HT1,C1,XL,3/1/2017
3608,4,H,A,WS,HT1,C1,XL,3/1/2017
3609,4,H,A,WS,HT1,C1,XL,3/1/2017
3610,4,H,A,WS,HT1,C1,XL,3/1/2017
3611,4,H,A,WS,HT1,C1,XL,3/1/2017
3612,4,H,A,WS,HT1,C1,XL,3/11/2017
3613,4,H,A,WS,HT1,C1,XL,3/11/2017
3614,4,H,A,WS,HT2,C1,XL,3/11/2017
3615,4,H,A,WS,HT2,C1,XL,3/11/2017
3616,4,H,A,WS,HT2,C1,XL,3/11/2017
3617,4,H,A,WS,HT2,C1,XL,3/11/2017
3618,4,H,A,WS,HT2,C1,XL,3/11/2017
3619,4,H,A,WS,HT2,C1,XL,3/13/2017
3620,4,H,A,WS,HT2,C1,XL,3/13/2017
3621,4,H,A,WS,HT2,C1,XL,3/13/2017
3622,4,H,A,WS,HT2,C1,XL,3/13/2017
3623,4,H,B,SF,HT1,C2,XL,3/13/2017
3624,4,H,B,SF,HT1,C2,XL,3/13/2017
3625,4,H,B,SF,HT1,C2,XL,3/13/2017
3626,4,H,B,SF,HT1,C2,XL,3/13/2017
3627,4,H,B,SF,HT1,C2,XL,3/13/2017
3628,4,H,B,SF,HT1,C2,XL,3/13/2017
3629,4,H,B,SF,HT1,C2,XL,3/15/2017
3630,4,H,B,SF,HT1,C2,XL,3/15/2017
3631,4,H,B,SF,HT1,C2,XL,3/15/2017
3632,4,H,B,SF,HT1,C2,XL,3/15/2017
3633,4,H,A,WS,HT1,C1,L,2/1/2017
3634,4,H,A,WS,HT1,C1,L,2/1/2017
3635,4,H,A,WS,HT1,C1,L,2/1/2017
3636,4,H,A,WS,HT1,C1,L,2/11/2017
3637,4,H,A,WS,HT1,C1,L,2/11/2017
3638,4,H,A,WS,HT1,C1,L,2/11/2017
3639,4,H,A,WS,HT1,C1,L,2/11/2017
3640,4,H,A,WS,HT1,C1,L,2/11/2017
3641,4,H,A,WS,HT1,C2,L,2/11/2017
3642,4,H,A,WS,HT1,C2,L,2/11/2017
3643,4,H,A,WS,HT1,C2,L,2/13/2017
3644,4,H,A,WS,HT1,C2,L,2/13/2017
3645,4,H,A,WS,HT1,C2,L,2/13/2017
3646,4,H,A,WS,HT1,C2,L,2/13/2017
3647,4,H,A,WS,HT1,C2,L,2/13/2017
3648,4,H,A,WS,HT1,C2,L,2/13/2017
3649,4,H,A,WS,HT1,C2,L,2/13/2017
3650,4,H,A,WS,HT1,C2,L,2/15/2017
3651,4,H,A,WS,HT1,C2,L,2/15/2017
3652,4,H,B,WS,HT1,C1,L,2/15/2017
3653,4,H,B,WS,HT1,C1,L,2/15/2017
3654,4,H,B,WS,HT1,C1,L,2/15/2017
3655,4,H,B,WS,HT1,C1,L,2/15/2017
3656,4,H,B,WS,HT1,C1,L,2/15/2017
3657,4,H,B,WS,HT1,C1,L,2/15/2017
3658,4,H,B,WS,HT1,C1,L,2/15/2017
3659,4,H,B,WS,HT1,C1,L,2/17/2017
3660,4,H,B,WS,HT1,C1,L,2/17/2017
3661,4,H,B,WS,HT1,C1,L,2/17/2017
3662,4,H,A,WS,HT1,C1,M,2/13/2017
3663,4,H,A,WS,HT1,C1,M,2/13/2017
3664,4,H,A,WS,HT1,C1,M,2/13/2017
3665,4,H,A,WS,HT1,C1,M,2/15/2017
3666,4,H,A,WS,HT1,C1,M,2/15/2017
3667,4,H,A,WS,HT1,C1,M,2/15/2017
3668,4,H,A,WS,HT1,C1,M,2/15/2017
3669,4,H,A,WS,HT1,C1,M,2/15/2017
3670,4,H,A,WS,HT1,C1,M,2/15/2017
3671,4,H,A,WS,HT1,C2,M,2/15/2017
3672,4,H,A,WS,HT1,C2,M,2/15/2017
3673,4,H,A,WS,HT1,C2,M,2/15/2017
3674,4,H,A,WS,HT1,C2,M,2/15/2017
3675,4,H,A,WS,HT1,C2,M,2/17/2017
3676,4,H,A,WS,HT1,C2,M,2/17/2017
3677,4,H,A,WS,HT1,C2,M,2/17/2017
3678,4,H,A,WS,HT1,C2,M,2/17/2017
3679,4,H,A,WS,HT1,C2,M,2/17/2017
3680,4,H,A,WS,HT1,C2,M,2/17/2017
3681,4,H,A,WS,HT1,C2,M,2/17/2017
3682,5,M,A,WS,HT1,C1,XL,2/26/2017
3683,5,M,A,WS,HT1,C1,XL,2/28/2017
3684,5,M,A,WS,HT1,C1,XL,2/4/2017
3685,5,M,A,WS,HT1,C1,XL,2/4/2017
3686,5,M,A,WS,HT1,C1,XL,2/4/2017
3687,5,M,A,WS,HT1,C1,XL,2/4/2017
3688,5,M,A,WS,HT1,C1,XL,2/4/2017
3689,5,M,A,WS,HT1,C1,XL,2/6/2017
3690,5,M,A,WS,HT1,C1,XL,2/6/2017
3691,5,M,A,WS,HT1,C1,XL,2/6/2017
3692,5,M,A,WS,HT1,C2,XL,2/6/2017
3693,5,M,A,WS,HT1,C2,XL,2/6/2017
3694,5,M,A,WS,HT1,C2,XL,2/6/2017
3695,5,M,A,WS,HT1,C2,XL,2/6/2017
3696,5,M,A,WS,HT1,C2,XL,2/6/2017
3697,5,M,A,WS,HT1,C2,XL,2/6/2017
3698,5,M,A,WS,HT1,C2,XL,2/6/2017
3699,5,M,A,WS,HT1,C2,XL,2/6/2017
3700,5,M,A,WS,HT1,C2,XL,2/6/2017
3701,5,M,A,WS,HT1,C2,XL,2/6/2017
3702,5,H,A,SF,HT2,C1,XL,2/6/2017
3703,5,H,A,SF,HT2,C1,XL,2/6/2017
3704,5,H,A,SF,HT2,C1,XL,2/8/2017
3705,5,H,A,SF,HT2,C1,XL,2/8/2017
3706,5,H,A,SF,HT2,C1,XL,2/8/2017
3707,5,H,A,SF,HT2,C1,XL,2/8/2017
3708,5,H,A,SF,HT2,C1,XL,2/8/2017
3709,5,H,A,SF,HT2,C1,XL,2/8/2017
3710,5,H,A,SF,HT2,C1,XL,2/8/2017
3711,5,H,A,WS,HT1,C2,XL,2/8/2017
3712,5,H,A,WS,HT1,C2,XL,3/10/2017
3713,5,H,A,WS,HT1,C2,XL,3/10/2017
3714,5,H,A,WS,HT1,C2,XL,3/10/2017
3715,5,H,A,WS,HT1,C2,XL,3/10/2017
3716,5,H,A,WS,HT1,C2,XL,3/10/2017
3717,5,H,A,WS,HT1,C2,XL,3/10/2017
3718,5,H,A,WS,HT1,C2,XL,3/10/2017
3719,5,H,B,WS,HT2,C2,XL,3/10/2017
3720,5,H,B,WS,HT2,C2,XL,3/10/2017
3721,5,H,B,WS,HT2,C2,XL,3/10/2017
3722,5,H,B,WS,HT2,C2,XL,3/10/2017
3723,5,H,B,WS,HT2,C2,XL,3/10/2017
3724,5,H,B,WS,HT2,C2,XL,3/10/2017
3725,5,H,B,WS,HT2,C2,XL,3/12/2017
3726,5,H,B,WS,HT2,C2,XL,3/12/2017
3727,5,H,B,WS,HT2,C2,XL,3/12/2017
3728,5,H,B,WS,HT2,C2,XL,3/12/2017
3729,5,L,B,SF,HT1,C1,L,2/12/2017
3730,5,L,B,SF,HT1,C1,L,2/12/2017
3731,5,L,B,SF,HT1,C1,L,2/12/2017
3732,5,L,B,SF,HT1,C1,L,2/12/2017
3733,5,L,B,SF,HT1,C1,L,2/12/2017
3734,5,L,B,SF,HT1,C1,L,2/12/2017
3735,5,L,B,SF,HT1,C1,L,2/12/2017
3736,5,L,B,SF,HT1,C1,L,2/14/2017
3737,5,L,B,SF,HT1,C1,L,2/14/2017
3738,5,L,B,SF,HT1,C1,L,2/14/2017
3739,5,L,B,SF,HT1,C1,L,2/14/2017
3740,5,L,B,SF,HT1,C2,L,2/14/2017
3741,5,L,B,SF,HT1,C2,L,2/14/2017
3742,5,L,B,SF,HT1,C2,L,2/14/2017
3743,5,L,B,SF,HT1,C2,L,2/16/2017
3744,5,L,B,SF,HT1,C2,L,2/16/2017
3745,5,L,B,SF,HT1,C2,L,2/16/2017
3746,5,L,B,SF,HT1,C2,L,2/16/2017
3747,5,L,B,SF,HT1,C2,L,2/16/2017
3748,5,L,B,SF,HT1,C2,L,2/16/2017
3749,5,L,B,SF,HT1,C2,L,2/16/2017
3750,5,L,B,SF,HT1,C2,L,2/16/2017
3751,5,L,B,WS,HT1,C1,L,2/18/2017
3752,5,L,B,WS,HT1,C1,L,2/18/2017
3753,5,L,B,WS,HT1,C1,L,2/18/2017
3754,5,L,B,WS,HT1,C1,L,2/18/2017
3755,5,L,B,WS,HT1,C1,L,2/18/2017
3756,5,L,B,WS,HT1,C1,L,2/18/2017
3757,5,L,B,WS,HT1,C1,L,2/2/2017
3758,5,L,B,WS,HT1,C1,L,2/2/2017
3759,5,L,B,WS,HT1,C1,L,2/2/2017
3760,5,L,B,WS,HT1,C1,L,2/2/2017
3761,5,L,B,WS,HT1,C1,L,2/2/2017
3762,5,M,B,WS,HT2,C2,L,2/2/2017
3763,5,M,B,WS,HT2,C2,L,2/2/2017
3764,5,M,B,WS,HT2,C2,L,2/2/2017
3765,5,M,B,WS,HT2,C2,L,2/2/2017
3766,5,M,B,WS,HT2,C2,L,2/20/2017
3767,5,M,B,WS,HT2,C2,L,2/20/2017
3768,5,M,B,WS,HT2,C2,L,2/20/2017
3769,5,M,B,WS,HT2,C2,L,2/20/2017
3770,5,H,B,WS,HT2,C1,L,2/20/2017
3771,5,H,B,WS,HT2,C1,L,2/20/2017
3772,5,H,B,WS,HT2,C1,L,2/20/2017
3773,5,H,B,WS,HT2,C1,L,2/22/2017
3774,5,H,B,WS,HT2,C1,L,2/22/2017
3775,5,H,B,WS,HT2,C1,L,2/22/2017
3776,5,H,B,WS,HT2,C1,L,2/22/2017
3777,5,H,B,WS,HT2,C1,L,2/22/2017
3778,5,L,A,SF,HT2,C1,M,2/18/2017
3779,5,L,A,SF,HT2,C1,M,2/2/2017
3780,5,L,A,SF,HT2,C1,M,2/2/2017
3781,5,L,A,SF,HT2,C1,M,2/2/2017
3782,5,L,A,SF,HT2,C1,M,2/2/2017
3783,5,L,A,SF,HT2,C1,M,2/2/2017
3784,5,L,A,SF,HT2,C1,M,2/20/2017
3785,5,L,A,SF,HT2,C1,M,2/20/2017
3786,5,H,A,SF,HT2,C2,M,2/20/2017
3787,5,H,A,SF,HT2,C2,M,2/20/2017
3788,5,H,A,SF,HT2,C2,M,2/20/2017
3789,5,H,A,SF,HT2,C2,M,2/20/2017
3790,5,H,A,SF,HT2,C2,M,2/20/2017
3791,5,H,A,SF,HT2,C2,M,2/22/2017
3792,5,H,A,SF,HT2,C2,M,2/22/2017
3793,5,H,A,SF,HT2,C2,M,2/22/2017
3794,5,H,A,SF,HT2,C2,M,2/22/2017
3795,5,H,B,WS,HT2,C1,M,2/24/2017
3796,5,H,B,WS,HT2,C1,M,2/24/2017
3797,5,H,B,WS,HT2,C1,M,2/24/2017
3798,5,H,B,WS,HT2,C1,M,2/24/2017
3799,5,H,B,WS,HT2,C1,M,2/24/2017
3800,5,H,B,WS,HT2,C1,M,2/24/2017
3801,5,H,B,WS,HT2,C1,M,2/26/2017
3802,5,H,B,WS,HT2,C1,M,2/26/2017
3803,5,H,B,WS,HT2,C1,M,2/26/2017
3804,5,H,B,WS,HT2,C1,M,2/26/2017
3805,1,H,B,SF,HT2,C1,XL,4/9/2017
3806,1,H,B,SF,HT2,C1,XL,4/9/2017
3807,1,H,B,SF,HT2,C1,XL,4/9/2017
3808,1,H,B,SF,HT2,C1,XL,4/9/2017
