Index,Unit,Visibility,GroundCover,HabitatType,Species,Size,DateFound
1184,12,RP,A,B,BB,bat,8/15/2018
1185,41,RP,B,B,BB,bat,7/11/2018
1186,72,RP,A,B,BB,bat,8/18/2018
1187,57,RP,B,C,BA,bat,8/5/2018
1188,40,D,A,C,BA,bat,7/9/2018
1189,60,D,A,B,BA,bat,8/4/2018
1190,50,RP,B,B,BB,bat,8/21/2018
1191,71,M,A,B,BC,bat,8/6/2018
1192,98,RP,A,B,BD,bat,7/1/2018
1193,36,M,A,B,BA,bat,8/5/2018
1194,97,D,B,B,BA,bat,8/4/2018
1195,42,RP,A,B,BA,bat,8/6/2018
1196,53,D,B,B,BA,bat,7/29/2018
1197,83,D,A,B,BB,bat,8/23/2018
1198,44,RP,A,B,BB,bat,8/6/2018
1199,40,M,A,C,BA,bat,7/29/2018
1200,17,D,B,B,BA,bat,7/5/2018
1201,70,D,B,A,BB,bat,7/5/2018
1202,1,M,A,C,BD,bat,7/28/2018
1203,45,M,A,A,BB,bat,8/9/2018
1204,39,RP,A,C,BA,bat,8/23/2018
1205,14,D,A,B,BA,bat,7/27/2018
1206,32,RP,A,B,BB,bat,7/31/2018
1207,48,D,B,B,BA,bat,7/30/2018
1208,69,RP,B,B,BB,bat,8/15/2018
1209,73,D,B,C,BB,bat,7/21/2018
1210,8,M,B,C,BB,bat,8/13/2018
1211,79,D,B,B,BB,bat,8/16/2018
1212,71,D,B,C,BB,bat,7/27/2018
1213,19,M,B,B,BB,bat,7/15/2018
1214,30,RP,A,B,BA,bat,6/28/2018
1215,1,D,B,B,BB,bat,7/27/2018
1216,18,RP,B,A,BA,bat,7/22/2018
1217,23,RP,B,B,BB,bat,7/13/2018
1218,25,M,A,B,BA,bat,7/19/2018
1219,100,RP,A,B,BB,bat,7/22/2018
1220,61,M,A,B,BA,bat,7/8/2018
1221,2,RP,A,B,BC,bat,8/5/2018
1222,60,D,B,B,BB,bat,8/19/2018
1223,46,RP,A,B,BB,bat,7/26/2018
1224,53,D,B,C,BA,bat,8/16/2018
1225,36,D,B,C,BB,bat,7/16/2018
1226,65,D,A,B,BB,bat,7/24/2018
1227,30,M,A,C,BA,bat,7/30/2018
1228,62,D,B,B,BA,bat,8/5/2018
1229,86,RP,A,B,BA,bat,7/11/2018
1230,21,RP,A,B,BA,bat,7/2/2018
1231,51,RP,B,C,BB,bat,8/24/2018
1232,12,RP,A,C,BA,bat,7/21/2018
1233,44,D,A,C,BB,bat,8/15/2018
1234,56,RP,A,B,BB,bat,8/3/2018
1235,100,D,A,B,BA,bat,8/12/2018
1236,93,M,A,B,BA,bat,7/15/2018
1237,37,RP,B,B,BA,bat,8/1/2018
1238,81,RP,A,C,BB,bat,7/29/2018
1239,52,RP,B,B,BB,bat,7/18/2018
1240,5,RP,B,B,BA,bat,8/20/2018
1241,30,M,B,C,BB,bat,7/31/2018
1242,76,D,B,B,BA,bat,8/15/2018
1243,52,D,A,C,BA,bat,7/8/2018
1244,90,D,A,B,BA,bat,6/30/2018
1245,7,RP,B,C,BB,bat,7/22/2018
1246,64,D,B,A,BA,bat,7/18/2018
1247,19,D,A,B,BB,bat,7/18/2018
1248,11,RP,B,A,BB,bat,6/30/2018
1249,94,RP,A,C,BB,bat,7/21/2018
1250,19,D,B,B,BA,bat,8/6/2018
1251,86,RP,A,C,BB,bat,7/12/2018
1252,97,RP,B,B,BA,bat,8/15/2018
1253,80,D,B,C,BB,bat,8/4/2018
1254,3,RP,B,B,BB,bat,7/24/2018
1255,21,RP,B,C,BA,bat,7/12/2018
1256,6,M,B,C,BB,bat,7/7/2018
1257,83,M,B,C,BB,bat,8/16/2018
1258,92,RP,B,B,BA,bat,8/13/2018
1259,66,D,A,C,BB,bat,8/14/2018
1260,44,D,B,A,BA,bat,8/21/2018
1261,22,D,B,C,BA,bat,7/29/2018
1262,87,RP,B,A,BA,bat,8/6/2018
1263,12,RP,A,C,BB,bat,7/16/2018
1264,67,D,B,C,BB,bat,8/23/2018
1265,98,D,B,B,BE,bat,7/5/2018
1266,84,M,A,C,BB,bat,8/14/2018
1267,93,D,B,C,BB,bat,7/25/2018
1268,26,D,A,A,BA,bat,7/1/2018
1269,86,RP,A,B,BC,bat,8/6/2018
1270,80,M,A,C,BA,bat,7/26/2018
1271,16,RP,B,B,BA,bat,8/8/2018
1272,32,RP,B,C,BA,bat,7/27/2018
1273,1,RP,B,B,BA,bat,8/11/2018
1274,59,D,A,B,BB,bat,7/12/2018
1275,47,RP,A,C,BA,bat,8/14/2018
1276,68,RP,B,C,BC,bat,8/11/2018
1277,30,RP,A,B,BA,bat,7/2/2018
1278,60,D,A,C,BC,bat,7/7/2018
1279,24,D,B,A,BA,bat,8/22/2018
1280,54,RP,B,B,BA,bat,7/16/2018
1281,61,D,A,B,BB,bat,8/9/2018
1282,93,RP,A,C,BA,bat,7/3/2018
1283,77,D,B,B,BB,bat,8/1/2018
1284,42,RP,A,B,BA,bat,7/24/2018
1285,20,RP,B,C,BD,bat,8/17/2018
1286,24,D,B,B,BA,bat,8/12/2018
1287,93,D,A,B,BA,bat,6/28/2018
1288,79,D,B,C,BB,bat,6/28/2018
1289,47,D,B,B,BB,bat,7/11/2018
1290,76,D,B,B,BA,bat,6/27/2018
1291,66,RP,B,C,BB,bat,7/12/2018
1292,46,D,B,B,BB,bat,7/16/2018
1293,77,M,B,B,BB,bat,7/16/2018
1294,79,RP,A,B,BA,bat,8/22/2018
1295,24,RP,B,C,BA,bat,7/12/2018
1296,71,RP,A,B,BA,bat,7/29/2018
1297,23,RP,A,B,BC,bat,6/30/2018
1298,16,RP,A,B,BC,bat,7/8/2018
1299,37,M,B,C,BA,bat,8/23/2018
1300,11,RP,B,C,BA,bat,8/19/2018
1301,49,D,A,C,BA,bat,6/29/2018
1302,56,M,B,A,BB,bat,7/23/2018
1303,94,D,A,C,BB,bat,8/1/2018
1304,49,M,B,B,BB,bat,7/11/2018
1305,56,RP,B,B,BA,bat,8/1/2018
1306,38,RP,A,B,BB,bat,7/15/2018
1307,58,D,A,C,BA,bat,7/26/2018
1308,62,M,A,C,BB,bat,7/9/2018
1309,1,M,B,B,BA,bat,7/12/2018
1310,18,M,B,B,BB,bat,8/12/2018
1311,78,RP,A,B,BA,bat,7/6/2018
1312,56,D,B,A,BA,bat,7/11/2018
1313,95,D,B,C,BA,bat,7/10/2018
1314,76,RP,A,C,BB,bat,8/6/2018
1315,51,RP,B,B,BA,bat,8/20/2018
1316,43,D,A,B,BA,bat,7/24/2018
1317,37,RP,B,C,BB,bat,7/2/2018
1318,46,M,B,B,BA,bat,8/21/2018
1319,96,RP,B,C,BA,bat,8/4/2018
1320,15,RP,B,C,BA,bat,8/6/2018
1321,17,D,B,A,BB,bat,8/19/2018
1322,17,RP,B,C,BB,bat,7/9/2018
1323,18,M,B,C,BA,bat,7/24/2018
1324,99,D,A,B,SA,small,4/16/2018
1325,81,D,B,C,SA,small,4/10/2018
1326,8,M,A,B,SD,small,3/26/2018
1327,15,RP,B,B,SC,small,4/13/2018
1328,60,D,B,C,SD,small,4/10/2018
1329,39,RP,B,B,SC,small,4/7/2018
1330,96,D,B,C,SB,small,4/13/2018
1331,68,D,B,C,SC,small,4/4/2018
1332,37,D,A,C,SC,small,4/10/2018
1333,39,D,A,B,SD,small,4/19/2018
1334,5,RP,A,A,SD,small,4/22/2018
1335,55,D,A,B,SB,small,3/29/2018
1336,29,RP,B,C,SB,small,4/16/2018
1337,80,D,B,B,SB,small,4/7/2018
1338,14,D,B,B,SA,small,4/19/2018
1339,27,RP,B,B,SA,small,3/23/2018
1340,14,D,A,B,SC,small,4/28/2018
1341,49,M,B,B,SE,small,3/23/2018
1342,54,D,B,B,SE,small,4/28/2018
1343,94,D,A,B,SA,small,4/16/2018
1344,51,D,B,B,SC,small,4/4/2018
1345,81,D,A,C,SC,small,4/28/2018
1346,68,D,B,B,SC,small,5/1/2018
1347,19,RP,B,B,SA,small,3/29/2018
1348,32,M,B,B,SE,small,4/19/2018
1349,4,M,A,C,SC,small,4/22/2018
1350,20,RP,B,B,SD,small,4/19/2018
1351,72,D,B,B,SB,small,4/28/2018
1352,78,D,B,B,SC,small,3/29/2018
1353,44,D,B,B,SD,small,4/1/2018
1354,69,D,B,C,SC,small,5/1/2018
1355,82,D,A,B,SB,small,5/1/2018
1356,53,D,A,C,SC,small,5/1/2018
1357,71,D,B,B,SD,small,4/28/2018
1358,6,D,B,B,SC,small,4/4/2018
1359,84,M,B,B,SC,small,3/26/2018
1360,28,M,A,B,SB,small,3/23/2018
1361,44,M,B,C,SE,small,4/10/2018
1362,74,D,B,B,SA,small,4/19/2018
1363,63,RP,B,A,SB,small,5/8/2018
1364,30,D,B,B,SA,small,5/1/2018
1365,88,D,A,B,SB,small,4/1/2018
1366,61,M,A,A,SB,small,5/1/2018
1367,70,D,B,C,SA,small,4/4/2018
1368,17,D,B,B,SC,small,4/13/2018
1369,7,M,B,B,SB,small,4/19/2018
1370,4,M,B,C,SA,small,3/29/2018
1371,40,RP,A,B,SA,small,3/29/2018
1372,46,D,A,C,SE,small,3/29/2018
1373,85,D,B,C,SD,small,4/10/2018
1374,20,D,B,B,SE,small,4/16/2018
1375,25,D,A,C,SA,small,3/23/2018
1376,91,D,A,C,SA,small,4/16/2018
1377,9,D,B,C,SC,small,4/16/2018
1378,11,D,B,A,SA,small,5/29/2018
1379,32,D,B,C,SC,small,3/26/2018
1380,10,D,B,B,SE,small,3/29/2018
1381,41,D,B,B,SB,small,3/29/2018
1382,48,D,B,A,SB,small,4/19/2018
1383,85,D,A,B,SA,small,4/7/2018
1384,45,RP,A,B,SD,small,4/25/2018
1385,10,D,A,B,SC,small,4/7/2018
1386,47,D,B,C,SC,small,4/13/2018
1387,59,D,A,B,SA,small,4/19/2018
1388,68,D,A,C,SC,small,4/22/2018
1389,92,D,B,B,SC,small,4/19/2018
1390,86,D,A,A,SB,small,6/19/2018
1391,6,D,B,B,SD,small,4/19/2018
1392,51,RP,B,B,SB,small,4/7/2018
1393,56,M,A,B,SB,small,3/29/2018
1394,88,RP,A,C,SD,small,3/29/2018
1395,11,D,B,B,SE,small,6/28/2018
1396,63,D,A,B,SC,small,4/28/2018
1397,64,D,B,C,SB,small,4/10/2018
1398,28,D,A,B,SE,small,4/16/2018
1399,65,D,B,B,SE,small,4/4/2018
1400,17,RP,A,B,SE,small,4/4/2018
1401,55,D,A,B,SC,small,4/25/2018
1402,32,D,B,B,SA,small,4/1/2018
1403,91,M,A,A,SC,small,4/28/2018
1404,94,M,A,B,SA,small,4/13/2018
1405,5,D,B,C,SD,small,3/23/2018
1406,28,D,B,C,SD,small,3/29/2018
1407,22,D,B,C,SC,small,4/22/2018
1408,89,D,B,A,SB,small,5/1/2018
1409,37,D,A,B,SA,small,4/25/2018
1410,21,M,A,B,SC,small,4/28/2018
1411,51,D,B,C,SB,small,3/26/2018
1412,53,RP,B,B,SA,small,4/13/2018
1413,51,RP,B,B,SC,small,4/13/2018
1414,82,D,B,B,SC,small,4/16/2018
1415,27,M,B,B,SA,small,4/28/2018
1416,97,D,B,C,SD,small,5/8/2018
1417,85,D,B,B,SB,small,4/1/2018
1418,38,D,B,B,SB,small,4/1/2018
1419,8,M,A,B,SB,small,5/1/2018
1420,40,D,A,A,SC,small,4/16/2018
1421,15,M,A,B,SC,small,3/29/2018
1422,74,D,B,B,SB,small,4/13/2018
1423,54,D,B,B,SB,small,3/23/2018
1424,19,D,A,C,SA,small,5/1/2018
1425,84,D,A,C,SE,small,4/28/2018
1426,61,D,B,C,SA,small,5/15/2018
1427,25,M,A,B,SB,small,5/8/2018
1428,46,D,A,A,SC,small,4/25/2018
1429,25,RP,A,B,SC,small,5/1/2018
1430,28,D,A,C,SC,small,4/4/2018
1431,71,M,A,A,SA,small,3/29/2018
1432,59,D,B,B,SB,small,3/26/2018
1433,25,D,A,C,SD,small,4/13/2018
1434,15,D,B,C,SE,small,3/29/2018
1435,1,D,B,B,SB,small,4/28/2018
1436,12,D,B,C,SA,small,4/25/2018
1437,48,D,A,B,SE,small,3/29/2018
1438,24,M,B,C,SD,small,3/29/2018
1439,55,M,A,C,SC,small,4/13/2018
1440,25,D,A,C,SC,small,5/8/2018
1441,46,D,B,C,SA,small,6/29/2018
1442,22,M,B,B,SA,small,6/26/2018
1443,1,D,B,B,SB,small,5/29/2018
1444,58,D,A,C,SE,small,7/1/2018
1445,70,D,A,B,SE,small,5/29/2018
1446,91,D,A,B,SD,small,6/26/2018
1447,76,D,B,C,SB,small,6/29/2018
1448,69,D,A,B,SC,small,6/12/2018
1449,81,D,B,C,SC,small,6/5/2018
1450,53,D,B,C,SB,small,6/27/2018
1451,8,D,B,A,SB,small,5/15/2018
1452,45,RP,A,B,SC,small,5/8/2018
1453,60,D,A,B,SB,small,6/26/2018
1454,89,D,A,B,SA,small,6/19/2018
1455,90,D,A,C,SC,small,5/29/2018
1456,3,RP,A,A,SA,small,6/27/2018
1457,9,D,B,B,SB,small,5/22/2018
1458,50,D,A,B,SA,small,5/29/2018
1459,3,D,B,C,SB,small,6/28/2018
1460,4,M,B,C,SB,small,5/29/2018
1461,53,D,B,B,SC,small,6/5/2018
1462,5,D,A,C,SB,small,6/28/2018
1463,16,RP,B,C,SC,small,6/5/2018
1464,84,D,B,C,SA,small,6/26/2018
1465,25,D,B,C,SC,small,6/19/2018
1466,4,D,B,B,SA,small,6/19/2018
1467,61,D,B,C,SC,small,6/12/2018
1468,82,RP,A,B,SE,small,5/8/2018
1469,8,RP,B,B,SD,small,6/26/2018
1470,67,RP,B,C,SD,small,6/12/2018
1471,41,M,B,B,SB,small,5/15/2018
1472,96,D,B,B,SD,small,5/29/2018
1473,51,RP,A,B,SB,small,5/29/2018
1474,39,RP,A,B,SB,small,5/22/2018
1475,74,D,A,B,SA,small,5/22/2018
1476,8,RP,B,C,SC,small,6/12/2018
1477,12,D,B,B,SD,small,6/5/2018
1478,79,D,B,B,SA,small,6/26/2018
1479,74,D,B,C,SC,small,6/19/2018
1480,73,D,B,B,SB,small,6/28/2018
1481,62,RP,A,C,SB,small,6/26/2018
1482,82,D,A,C,SA,small,6/19/2018
1483,17,D,B,A,SD,small,6/19/2018
1484,14,D,A,C,SB,small,6/5/2018
1485,52,RP,A,B,SD,small,5/15/2018
1486,49,RP,B,B,SB,small,5/15/2018
1487,76,D,B,C,SD,small,6/27/2018
1488,10,D,A,B,SB,small,6/5/2018
1489,43,D,A,B,SA,small,6/30/2018
1490,54,D,B,B,SC,small,5/22/2018
1491,58,M,B,B,SC,small,5/29/2018
1492,8,M,B,B,SA,small,6/5/2018
1493,83,D,A,B,SD,small,6/5/2018
1494,72,D,B,B,SC,small,6/27/2018
1495,81,D,B,B,SB,small,7/12/2018
1496,97,RP,A,C,SC,small,5/29/2018
1497,44,RP,A,B,SA,small,8/2/2018
1498,27,D,B,B,SD,small,7/8/2018
1499,26,RP,A,C,SB,small,7/8/2018
1500,77,M,B,B,SC,small,8/6/2018
1501,44,M,B,C,SD,small,7/9/2018
1502,61,D,B,C,SB,small,7/8/2018
1503,98,D,B,B,SB,small,7/13/2018
1504,18,D,B,B,SC,small,8/9/2018
1505,5,D,A,C,SA,small,7/6/2018
1506,31,RP,A,C,SA,small,8/11/2018
1507,79,D,A,B,SD,small,8/13/2018
1508,16,RP,A,C,SA,small,8/18/2018
1509,24,M,A,B,SD,small,7/27/2018
1510,71,M,A,B,SC,small,8/12/2018
1511,97,D,A,B,SC,small,7/16/2018
1512,47,D,A,B,SE,small,8/4/2018
1513,14,M,A,B,SC,small,8/13/2018
1514,95,D,B,B,MD,med,4/28/2018
1515,35,M,B,B,ME,med,4/4/2018
1516,94,RP,A,B,MD,med,4/22/2018
1517,22,RP,B,B,MC,med,4/28/2018
1518,45,D,A,B,MD,med,6/12/2018
1519,19,RP,B,B,MD,med,6/12/2018
1520,3,RP,A,B,ME,med,6/12/2018
1521,100,RP,A,B,MA,med,5/22/2018
1522,100,D,B,C,MA,med,6/26/2018
1523,17,M,B,C,MA,med,8/12/2018
1524,16,D,B,B,MB,med,8/19/2018
1525,16,RP,B,C,MD,med,8/10/2018
1526,97,D,B,B,MA,med,7/2/2018
1527,5,M,A,C,MB,med,8/9/2018
1528,80,D,B,B,ME,med,7/11/2018
1529,12,D,B,B,MB,med,7/22/2018
1530,34,D,B,B,MB,med,8/18/2018
1531,67,D,B,B,MC,med,8/17/2018
1532,11,D,B,B,MC,med,8/16/2018
1533,40,M,B,B,MB,med,7/7/2018
1534,36,RP,A,B,LE,lrg,4/22/2018
1535,17,D,B,A,LA,lrg,4/4/2018
1536,25,M,A,C,LC,lrg,4/13/2018
1537,33,D,A,B,LA,lrg,4/25/2018
1538,8,D,B,C,LD,lrg,4/4/2018
1539,56,D,A,B,LC,lrg,4/22/2018
1540,49,D,A,C,LC,lrg,4/4/2018
1541,22,D,B,B,LB,lrg,4/25/2018
1542,5,D,B,B,LC,lrg,4/13/2018
1543,83,D,B,C,LB,lrg,6/19/2018
1544,62,D,B,B,LA,lrg,5/22/2018
1545,84,D,A,C,LD,lrg,5/29/2018
1546,69,D,B,B,LC,lrg,6/19/2018
1547,7,D,B,B,LB,lrg,6/5/2018
1548,26,D,B,C,LB,lrg,6/5/2018
1549,79,D,B,B,LA,lrg,6/12/2018
1550,79,D,A,C,LD,lrg,6/12/2018
1551,83,D,B,C,LD,lrg,6/26/2018
1552,6,RP,B,B,LA,lrg,6/12/2018
1553,9,RP,A,C,LA,lrg,6/5/2018
1554,8,D,B,B,LC,lrg,6/12/2018
1555,53,D,A,C,LD,lrg,6/5/2018
1556,8,RP,B,B,LA,lrg,8/9/2018
