Carcass,Unit,Visibility,GroundCover,Season,HabitatType,Split,SearchSchedule,Size
1244,3,M,A,WS,HT2,C1,2,M
1245,3,M,A,WS,HT2,C1,2,M
1246,3,M,A,WS,HT2,C1,2,M
1247,3,M,A,WS,HT2,C1,2,M
1248,3,M,A,WS,HT2,C1,2,M
1249,3,M,A,WS,HT2,C2,2,M
1250,3,M,A,WS,HT2,C2,2,M
1251,3,M,A,WS,HT2,C2,2,M
1252,3,M,A,WS,HT2,C2,2,M
1253,3,M,B,SF,HT2,C1,2,M
1254,3,M,B,SF,HT2,C1,2,M
1255,3,M,B,SF,HT2,C1,2,M
1256,3,M,B,SF,HT2,C2,2,M
1257,3,M,B,SF,HT2,C2,2,M
1258,3,M,B,SF,HT2,C2,2,M
1259,3,M,B,WS,HT1,C1,2,M
1260,3,M,B,WS,HT1,C1,2,M
1261,3,M,B,WS,HT1,C1,2,M
1262,3,M,B,WS,HT1,C1,2,M
1263,3,M,B,WS,HT1,C2,2,M
1264,3,M,B,WS,HT1,C2,2,M
1265,3,M,B,WS,HT1,C2,2,M
1266,3,M,B,WS,HT1,C2,2,M
1267,3,H,A,SF,HT2,C1,2,M
1268,3,H,A,SF,HT2,C1,2,M
1269,3,H,A,SF,HT2,C1,2,M
1270,3,H,A,SF,HT2,C2,2,M
1271,3,H,A,SF,HT2,C2,2,M
1272,3,H,A,SF,HT2,C2,2,M
1273,3,H,A,SF,HT2,C2,2,M
1274,3,H,A,SF,HT2,C2,2,M
1275,3,H,A,SF,HT2,C2,2,M
1276,3,H,A,WS,HT1,C1,2,M
1277,3,H,A,WS,HT1,C1,2,M
1278,3,H,A,WS,HT1,C1,2,M
1279,3,H,A,WS,HT1,C1,2,M
1280,3,H,A,WS,HT2,C2,2,M
1281,3,H,A,WS,HT2,C2,2,M
1282,3,H,A,WS,HT2,C2,2,M
1283,3,H,A,WS,HT2,C2,2,M
1284,3,H,A,WS,HT2,C2,2,M
1285,3,H,A,WS,HT2,C2,2,M
1286,3,H,B,SF,HT1,C2,2,M
1287,3,H,B,SF,HT1,C2,2,M
1288,3,H,B,SF,HT1,C2,2,M
1289,3,H,B,SF,HT1,C2,2,M
1290,3,H,B,SF,HT1,C2,2,M
1291,3,H,B,SF,HT1,C2,2,M
1292,3,H,B,WS,HT2,C2,2,M
1293,3,H,B,WS,HT2,C2,2,M
1294,3,H,B,WS,HT2,C2,2,M
1295,3,L,A,SF,HT1,C1,2,S
1296,3,L,A,SF,HT1,C1,2,S
1297,3,L,A,SF,HT1,C1,2,S
1298,3,L,A,SF,HT1,C1,2,S
1299,3,L,A,SF,HT1,C2,2,S
1300,3,L,A,SF,HT1,C2,2,S
1301,3,L,A,SF,HT1,C2,2,S
1302,3,L,A,SF,HT1,C2,2,S
1303,3,L,A,SF,HT1,C2,2,S
1304,3,L,A,SF,HT1,C2,2,S
1305,3,L,A,WS,HT1,C1,2,S
1306,3,L,A,WS,HT1,C1,2,S
1307,3,L,A,WS,HT1,C1,2,S
1308,3,L,A,WS,HT1,C1,2,S
1309,3,L,A,WS,HT1,C1,2,S
1310,3,L,A,WS,HT1,C2,2,S
1311,3,L,A,WS,HT1,C2,2,S
1312,3,L,A,WS,HT1,C2,2,S
1313,3,L,A,WS,HT2,C1,2,S
1314,3,L,A,WS,HT2,C1,2,S
1315,3,L,A,WS,HT2,C1,2,S
1316,3,L,A,WS,HT2,C1,2,S
1317,3,L,A,WS,HT2,C1,2,S
1318,3,L,A,WS,HT2,C2,2,S
1319,3,L,A,WS,HT2,C2,2,S
1320,3,L,A,WS,HT2,C2,2,S
1321,3,L,B,SF,HT1,C1,2,S
1322,3,L,B,SF,HT1,C1,2,S
1323,3,L,B,SF,HT1,C1,2,S
1324,3,L,B,SF,HT1,C1,2,S
1325,3,L,B,SF,HT1,C1,2,S
1326,3,L,B,SF,HT1,C2,2,S
1327,3,L,B,SF,HT1,C2,2,S
1328,3,L,B,SF,HT1,C2,2,S
1329,3,L,B,SF,HT1,C2,2,S
1330,3,L,B,SF,HT1,C2,2,S
1331,3,L,B,SF,HT2,C2,2,S
1332,3,L,B,SF,HT2,C2,2,S
1333,3,L,B,SF,HT2,C2,2,S
1334,3,L,B,SF,HT2,C2,2,S
1335,3,L,B,SF,HT2,C2,2,S
1336,3,L,B,SF,HT2,C2,2,S
1337,3,L,B,WS,HT1,C1,2,S
1338,3,L,B,WS,HT1,C1,2,S
1339,3,L,B,WS,HT1,C1,2,S
1340,3,L,B,WS,HT1,C1,2,S
1341,3,L,B,WS,HT1,C2,2,S
1342,3,L,B,WS,HT1,C2,2,S
1343,3,L,B,WS,HT1,C2,2,S
1344,3,L,B,WS,HT1,C2,2,S
1345,3,L,B,WS,HT2,C1,2,S
1346,3,L,B,WS,HT2,C1,2,S
1347,3,L,B,WS,HT2,C1,2,S
1348,3,L,B,WS,HT2,C1,2,S
1349,3,L,B,WS,HT2,C1,2,S
1350,3,L,B,WS,HT2,C1,2,S
1351,3,L,B,WS,HT2,C2,2,S
1352,3,L,B,WS,HT2,C2,2,S
1353,3,L,B,WS,HT2,C2,2,S
1354,3,M,A,SF,HT2,C2,2,S
1355,3,M,A,SF,HT2,C2,2,S
1356,3,M,A,SF,HT2,C2,2,S
1357,3,M,A,SF,HT2,C2,2,S
1358,3,M,A,WS,HT1,C1,2,S
1359,3,M,A,WS,HT1,C1,2,S
1360,3,M,A,WS,HT1,C1,2,S
1361,3,M,A,WS,HT1,C1,2,S
1362,3,M,A,WS,HT1,C2,2,S
1363,3,M,A,WS,HT1,C2,2,S
1364,3,M,A,WS,HT1,C2,2,S
1365,3,M,A,WS,HT1,C2,2,S
1366,3,M,A,WS,HT2,C1,2,S
1367,3,M,A,WS,HT2,C1,2,S
1368,3,M,A,WS,HT2,C1,2,S
1369,3,M,A,WS,HT2,C2,2,S
1370,3,M,A,WS,HT2,C2,2,S
1371,3,M,A,WS,HT2,C2,2,S
1372,3,M,A,WS,HT2,C2,2,S
1373,3,M,A,WS,HT2,C2,2,S
1374,3,M,B,SF,HT1,C2,2,S
1375,3,M,B,SF,HT1,C2,2,S
1376,3,M,B,SF,HT1,C2,2,S
1377,3,M,B,SF,HT1,C2,2,S
1378,3,M,B,SF,HT2,C1,2,S
1379,3,M,B,SF,HT2,C1,2,S
1380,3,M,B,SF,HT2,C1,2,S
1381,3,M,B,SF,HT2,C1,2,S
1382,3,M,B,SF,HT2,C1,2,S
1383,3,M,B,SF,HT2,C2,2,S
1384,3,M,B,SF,HT2,C2,2,S
1385,3,M,B,SF,HT2,C2,2,S
1386,3,M,B,SF,HT2,C2,2,S
1387,3,M,B,SF,HT2,C2,2,S
1388,3,M,B,SF,HT2,C2,2,S
1389,3,M,B,WS,HT1,C1,2,S
1390,3,M,B,WS,HT1,C1,2,S
1391,3,M,B,WS,HT1,C1,2,S
1392,3,M,B,WS,HT1,C1,2,S
1393,3,M,B,WS,HT1,C1,2,S
1394,3,M,B,WS,HT1,C2,2,S
1395,3,M,B,WS,HT1,C2,2,S
1396,3,M,B,WS,HT1,C2,2,S
1397,3,M,B,WS,HT1,C2,2,S
1398,3,M,B,WS,HT1,C2,2,S
1399,3,H,A,SF,HT1,C2,2,S
1400,3,H,A,SF,HT1,C2,2,S
1401,3,H,A,SF,HT1,C2,2,S
1402,3,H,A,SF,HT1,C2,2,S
1403,3,H,A,SF,HT2,C1,2,S
1404,3,H,A,SF,HT2,C1,2,S
1405,3,H,A,SF,HT2,C1,2,S
1406,3,H,A,SF,HT2,C2,2,S
1407,3,H,A,SF,HT2,C2,2,S
1408,3,H,A,SF,HT2,C2,2,S
1409,3,H,A,SF,HT2,C2,2,S
1410,3,H,A,SF,HT2,C2,2,S
1411,3,H,A,WS,HT1,C1,2,S
1412,3,H,A,WS,HT1,C1,2,S
1413,3,H,A,WS,HT1,C1,2,S
1414,3,H,A,WS,HT2,C2,2,S
1415,3,H,A,WS,HT2,C2,2,S
1416,3,H,A,WS,HT2,C2,2,S
1417,3,H,B,SF,HT1,C2,2,S
1418,3,H,B,SF,HT1,C2,2,S
1419,3,H,B,SF,HT1,C2,2,S
1420,3,H,B,SF,HT1,C2,2,S
1421,3,H,B,WS,HT1,C2,2,S
1422,3,H,B,WS,HT1,C2,2,S
1423,3,H,B,WS,HT1,C2,2,S
1424,3,H,B,WS,HT2,C1,2,S
1425,3,H,B,WS,HT2,C1,2,S
1426,3,H,B,WS,HT2,C1,2,S
1427,3,H,B,WS,HT2,C2,2,S
1428,3,H,B,WS,HT2,C2,2,S
1429,3,H,B,WS,HT2,C2,2,S
1430,3,H,B,WS,HT2,C2,2,S
1431,3,H,B,WS,HT2,C2,2,S
1432,3,H,B,WS,HT2,C2,2,S
1433,4,L,A,SF,HT2,C1,2,XL
1434,4,L,A,SF,HT2,C1,2,XL
1435,4,L,A,SF,HT2,C1,2,XL
1436,4,L,A,SF,HT2,C1,2,XL
1437,4,L,A,SF,HT2,C1,2,XL
1438,4,L,A,WS,HT1,C1,2,XL
1439,4,L,A,WS,HT1,C1,2,XL
1440,4,L,A,WS,HT1,C1,2,XL
1441,4,L,A,WS,HT1,C1,2,XL
1442,4,L,A,WS,HT1,C1,2,XL
1443,4,L,A,WS,HT1,C2,2,XL
1444,4,L,A,WS,HT1,C2,2,XL
1445,4,L,A,WS,HT1,C2,2,XL
1446,4,L,A,WS,HT1,C2,2,XL
1447,4,L,A,WS,HT2,C1,2,XL
1448,4,L,A,WS,HT2,C1,2,XL
1449,4,L,A,WS,HT2,C1,2,XL
1450,4,L,A,WS,HT2,C1,2,XL
1451,4,L,A,WS,HT2,C1,2,XL
1452,4,L,A,WS,HT2,C1,2,XL
1453,4,L,A,WS,HT2,C2,2,XL
1454,4,L,A,WS,HT2,C2,2,XL
1455,4,L,A,WS,HT2,C2,2,XL
1456,4,L,A,WS,HT2,C2,2,XL
1457,4,L,A,WS,HT2,C2,2,XL
1458,4,L,A,WS,HT2,C2,2,XL
1459,4,L,B,SF,HT2,C2,2,XL
1460,4,L,B,SF,HT2,C2,2,XL
1461,4,L,B,SF,HT2,C2,2,XL
1462,4,L,B,WS,HT1,C1,2,XL
1463,4,L,B,WS,HT1,C1,2,XL
1464,4,L,B,WS,HT1,C1,2,XL
1465,4,L,B,WS,HT1,C1,2,XL
1466,4,L,B,WS,HT1,C1,2,XL
1467,4,L,B,WS,HT1,C1,2,XL
1468,4,L,B,WS,HT1,C2,2,XL
1469,4,L,B,WS,HT1,C2,2,XL
1470,4,L,B,WS,HT1,C2,2,XL
1471,4,L,B,WS,HT1,C2,2,XL
1472,4,L,B,WS,HT2,C1,2,XL
1473,4,L,B,WS,HT2,C1,2,XL
1474,4,L,B,WS,HT2,C1,2,XL
1475,4,L,B,WS,HT2,C1,2,XL
1476,4,L,B,WS,HT2,C1,2,XL
1477,4,L,B,WS,HT2,C2,2,XL
1478,4,L,B,WS,HT2,C2,2,XL
1479,4,L,B,WS,HT2,C2,2,XL
1480,4,M,B,SF,HT1,C2,2,XL
1481,4,M,B,SF,HT1,C2,2,XL
1482,4,M,B,SF,HT1,C2,2,XL
1483,4,M,B,SF,HT1,C2,2,XL
1484,4,M,B,SF,HT1,C2,2,XL
1485,4,H,B,SF,HT2,C1,2,XL
1486,4,H,B,SF,HT2,C1,2,XL
1487,4,H,B,SF,HT2,C1,2,XL
1488,4,H,B,SF,HT2,C1,2,XL
1489,4,L,A,SF,HT2,C1,2,L
1490,4,L,A,SF,HT2,C1,2,L
1491,4,L,A,SF,HT2,C1,2,L
1492,4,L,A,SF,HT2,C1,2,L
1493,4,L,A,SF,HT2,C1,2,L
1494,4,L,A,SF,HT2,C1,2,L
1495,4,L,A,SF,HT2,C2,2,L
1496,4,L,A,SF,HT2,C2,2,L
1497,4,L,A,SF,HT2,C2,2,L
1498,4,L,A,SF,HT2,C2,2,L
1499,4,L,A,WS,HT1,C1,2,L
1500,4,L,A,WS,HT1,C1,2,L
1501,4,L,A,WS,HT1,C1,2,L
1502,4,L,A,WS,HT1,C1,2,L
1503,4,L,A,WS,HT1,C2,2,L
1504,4,L,A,WS,HT1,C2,2,L
1505,4,L,A,WS,HT1,C2,2,L
1506,4,L,A,WS,HT1,C2,2,L
1507,4,L,A,WS,HT2,C1,2,L
1508,4,L,A,WS,HT2,C1,2,L
1509,4,L,A,WS,HT2,C1,2,L
1510,4,L,A,WS,HT2,C1,2,L
1511,4,L,A,WS,HT2,C2,2,L
1512,4,L,A,WS,HT2,C2,2,L
1513,4,L,A,WS,HT2,C2,2,L
1514,4,L,A,WS,HT2,C2,2,L
1515,4,L,A,WS,HT2,C2,2,L
1516,4,L,B,SF,HT1,C2,2,L
1517,4,L,B,SF,HT1,C2,2,L
1518,4,L,B,SF,HT1,C2,2,L
1519,4,L,B,SF,HT1,C2,2,L
1520,4,L,B,SF,HT2,C1,2,L
1521,4,L,B,SF,HT2,C1,2,L
1522,4,L,B,SF,HT2,C1,2,L
1523,4,L,B,SF,HT2,C1,2,L
1524,4,L,B,SF,HT2,C1,2,L
1525,4,L,B,SF,HT2,C2,2,L
1526,4,L,B,SF,HT2,C2,2,L
1527,4,L,B,SF,HT2,C2,2,L
1528,4,L,B,WS,HT1,C1,2,L
1529,4,L,B,WS,HT1,C1,2,L
1530,4,L,B,WS,HT1,C1,2,L
1531,4,L,B,WS,HT1,C1,2,L
1532,4,L,B,WS,HT1,C2,2,L
1533,4,L,B,WS,HT1,C2,2,L
1534,4,L,B,WS,HT1,C2,2,L
1535,4,L,B,WS,HT1,C2,2,L
1536,4,L,B,WS,HT1,C2,2,L
1537,4,L,B,WS,HT1,C2,2,L
1538,4,L,B,WS,HT2,C1,2,L
1539,4,L,B,WS,HT2,C1,2,L
1540,4,L,B,WS,HT2,C1,2,L
1541,4,L,B,WS,HT2,C1,2,L
1542,4,L,B,WS,HT2,C1,2,L
1543,4,L,B,WS,HT2,C2,2,L
1544,4,L,B,WS,HT2,C2,2,L
1545,4,L,B,WS,HT2,C2,2,L
1546,4,L,B,WS,HT2,C2,2,L
1547,4,L,B,WS,HT2,C2,2,L
1548,4,L,B,WS,HT2,C2,2,L
1549,4,M,A,SF,HT2,C1,2,L
1550,4,M,A,SF,HT2,C1,2,L
1551,4,M,A,SF,HT2,C1,2,L
1552,4,M,A,SF,HT2,C2,2,L
1553,4,M,A,SF,HT2,C2,2,L
1554,4,M,A,SF,HT2,C2,2,L
1555,4,M,B,SF,HT1,C2,2,L
1556,4,M,B,SF,HT1,C2,2,L
1557,4,M,B,SF,HT1,C2,2,L
1558,4,M,B,SF,HT1,C2,2,L
1559,4,M,B,SF,HT2,C1,2,L
1560,4,M,B,SF,HT2,C1,2,L
1561,4,M,B,SF,HT2,C1,2,L
1562,4,M,B,SF,HT2,C1,2,L
1563,4,M,B,SF,HT2,C1,2,L
1564,4,M,B,WS,HT1,C1,2,L
1565,4,M,B,WS,HT1,C1,2,L
1566,4,M,B,WS,HT1,C1,2,L
1567,4,M,B,WS,HT1,C1,2,L
1568,4,M,B,WS,HT1,C1,2,L
1569,4,M,B,WS,HT2,C2,2,L
1570,4,M,B,WS,HT2,C2,2,L
1571,4,M,B,WS,HT2,C2,2,L
1572,4,M,B,WS,HT2,C2,2,L
1573,4,M,B,WS,HT2,C2,2,L
1574,4,M,B,WS,HT2,C2,2,L
1575,4,H,A,SF,HT2,C2,2,L
1576,4,H,A,SF,HT2,C2,2,L
1577,4,H,A,SF,HT2,C2,2,L
1578,4,H,A,SF,HT2,C2,2,L
1579,4,H,A,SF,HT2,C2,2,L
1580,4,H,B,SF,HT2,C1,2,L
1581,4,H,B,SF,HT2,C1,2,L
1582,4,H,B,SF,HT2,C1,2,L
1583,4,H,B,SF,HT2,C1,2,L
1584,4,H,B,WS,HT2,C2,2,L
1585,4,H,B,WS,HT2,C2,2,L
1586,4,H,B,WS,HT2,C2,2,L
1587,4,H,B,WS,HT2,C2,2,L
1588,4,H,B,WS,HT2,C2,2,L
1589,4,H,B,WS,HT2,C2,2,L
1590,4,L,A,SF,HT2,C1,2,M
1591,4,L,A,SF,HT2,C1,2,M
1592,4,L,A,SF,HT2,C1,2,M
1593,4,L,A,SF,HT2,C1,2,M
1594,4,L,A,SF,HT2,C1,2,M
1595,4,L,A,SF,HT2,C1,2,M
1596,4,L,A,SF,HT2,C2,2,M
1597,4,L,A,SF,HT2,C2,2,M
1598,4,L,A,SF,HT2,C2,2,M
1599,4,L,A,SF,HT2,C2,2,M
1600,4,L,A,SF,HT2,C2,2,M
1601,4,L,A,SF,HT2,C2,2,M
1602,4,L,A,WS,HT1,C1,2,M
1603,4,L,A,WS,HT1,C1,2,M
1604,4,L,A,WS,HT1,C1,2,M
1605,4,L,A,WS,HT1,C1,2,M
1606,4,L,A,WS,HT1,C2,2,M
1607,4,L,A,WS,HT1,C2,2,M
1608,4,L,A,WS,HT1,C2,2,M
1609,4,L,A,WS,HT1,C2,2,M
1610,4,L,A,WS,HT2,C1,2,M
1611,4,L,A,WS,HT2,C1,2,M
1612,4,L,A,WS,HT2,C1,2,M
1613,4,L,A,WS,HT2,C2,2,M
1614,4,L,A,WS,HT2,C2,2,M
1615,4,L,A,WS,HT2,C2,2,M
1616,4,L,A,WS,HT2,C2,2,M
1617,4,L,A,WS,HT2,C2,2,M
1618,4,L,A,WS,HT2,C2,2,M
1619,4,L,B,SF,HT1,C2,2,M
1620,4,L,B,SF,HT1,C2,2,M
1621,4,L,B,SF,HT1,C2,2,M
1622,4,L,B,SF,HT1,C2,2,M
1623,4,L,B,SF,HT1,C2,2,M
1624,4,L,B,SF,HT1,C2,2,M
1625,4,L,B,SF,HT2,C1,2,M
1626,4,L,B,SF,HT2,C1,2,M
1627,4,L,B,SF,HT2,C1,2,M
1628,4,L,B,SF,HT2,C1,2,M
1629,4,L,B,SF,HT2,C1,2,M
1630,4,L,B,SF,HT2,C2,2,M
1631,4,L,B,SF,HT2,C2,2,M
1632,4,L,B,SF,HT2,C2,2,M
1633,4,L,B,SF,HT2,C2,2,M
1634,4,L,B,SF,HT2,C2,2,M
1635,4,L,B,SF,HT2,C2,2,M
1636,4,L,B,WS,HT1,C1,2,M
1637,4,L,B,WS,HT1,C1,2,M
1638,4,L,B,WS,HT1,C1,2,M
1639,4,L,B,WS,HT1,C1,2,M
1640,4,L,B,WS,HT1,C1,2,M
1641,4,L,B,WS,HT1,C1,2,M
1642,4,L,B,WS,HT1,C2,2,M
1643,4,L,B,WS,HT1,C2,2,M
1644,4,L,B,WS,HT1,C2,2,M
1645,4,L,B,WS,HT1,C2,2,M
1646,4,L,B,WS,HT2,C1,2,M
1647,4,L,B,WS,HT2,C1,2,M
1648,4,L,B,WS,HT2,C1,2,M
1649,4,L,B,WS,HT2,C1,2,M
1650,4,L,B,WS,HT2,C1,2,M
1651,4,L,B,WS,HT2,C1,2,M
1652,4,L,B,WS,HT2,C2,2,M
1653,4,L,B,WS,HT2,C2,2,M
1654,4,L,B,WS,HT2,C2,2,M
1655,4,L,B,WS,HT2,C2,2,M
1656,4,L,B,WS,HT2,C2,2,M
1657,4,M,A,SF,HT2,C1,2,M
1658,4,M,A,SF,HT2,C1,2,M
1659,4,M,A,SF,HT2,C1,2,M
1660,4,M,A,SF,HT2,C1,2,M
1661,4,M,A,SF,HT2,C1,2,M
1662,4,M,A,SF,HT2,C2,2,M
1663,4,M,A,SF,HT2,C2,2,M
1664,4,M,A,SF,HT2,C2,2,M
1665,4,M,A,SF,HT2,C2,2,M
1666,4,M,A,SF,HT2,C2,2,M
1667,4,M,A,SF,HT2,C2,2,M
1668,4,M,B,SF,HT1,C2,2,M
1669,4,M,B,SF,HT1,C2,2,M
1670,4,M,B,SF,HT1,C2,2,M
1671,4,M,B,SF,HT1,C2,2,M
1672,4,M,B,SF,HT1,C2,2,M
1673,4,M,B,SF,HT2,C1,2,M
1674,4,M,B,SF,HT2,C1,2,M
1675,4,M,B,SF,HT2,C1,2,M
1676,4,M,B,SF,HT2,C2,2,M
1677,4,M,B,SF,HT2,C2,2,M
1678,4,M,B,SF,HT2,C2,2,M
1679,4,M,B,SF,HT2,C2,2,M
1680,4,M,B,SF,HT2,C2,2,M
1681,4,M,B,SF,HT2,C2,2,M
1682,4,M,B,WS,HT1,C1,2,M
1683,4,M,B,WS,HT1,C1,2,M
1684,4,M,B,WS,HT1,C1,2,M
1685,4,M,B,WS,HT1,C1,2,M
1686,4,M,B,WS,HT1,C2,2,M
1687,4,M,B,WS,HT1,C2,2,M
1688,4,M,B,WS,HT1,C2,2,M
1689,4,M,B,WS,HT1,C2,2,M
1690,4,M,B,WS,HT1,C2,2,M
1691,4,M,B,WS,HT1,C2,2,M
1692,4,M,B,WS,HT2,C1,2,M
1693,4,M,B,WS,HT2,C1,2,M
1694,4,M,B,WS,HT2,C1,2,M
1695,4,M,B,WS,HT2,C1,2,M
1696,4,M,B,WS,HT2,C1,2,M
1697,4,M,B,WS,HT2,C1,2,M
1698,4,M,B,WS,HT2,C2,2,M
1699,4,M,B,WS,HT2,C2,2,M
1700,4,M,B,WS,HT2,C2,2,M
1701,4,M,B,WS,HT2,C2,2,M
1702,4,M,B,WS,HT2,C2,2,M
1703,4,M,B,WS,HT2,C2,2,M
1704,4,H,A,SF,HT2,C2,2,M
1705,4,H,A,SF,HT2,C2,2,M
1706,4,H,A,SF,HT2,C2,2,M
1707,4,H,A,SF,HT2,C2,2,M
1708,4,H,B,SF,HT1,C2,2,M
1709,4,H,B,SF,HT1,C2,2,M
1710,4,H,B,SF,HT1,C2,2,M
1711,4,H,B,SF,HT2,C1,2,M
1712,4,H,B,SF,HT2,C1,2,M
1713,4,H,B,SF,HT2,C1,2,M
1714,4,H,B,SF,HT2,C1,2,M
1715,4,H,B,SF,HT2,C1,2,M
1716,4,H,B,WS,HT2,C2,2,M
1717,4,H,B,WS,HT2,C2,2,M
1718,4,H,B,WS,HT2,C2,2,M
1719,4,H,B,WS,HT2,C2,2,M
1720,4,H,B,WS,HT2,C2,2,M
1721,4,L,A,SF,HT1,C2,2,S
1722,4,L,A,SF,HT1,C2,2,S
1723,4,L,A,SF,HT1,C2,2,S
1724,4,L,A,SF,HT1,C2,2,S
1725,4,L,A,SF,HT2,C1,2,S
1726,4,L,A,SF,HT2,C1,2,S
1727,4,L,A,SF,HT2,C1,2,S
1728,4,L,A,SF,HT2,C2,2,S
1729,4,L,A,SF,HT2,C2,2,S
1730,4,L,A,SF,HT2,C2,2,S
1731,4,L,A,SF,HT2,C2,2,S
1732,4,L,A,SF,HT2,C2,2,S
1733,4,L,A,WS,HT1,C1,2,S
1734,4,L,A,WS,HT1,C1,2,S
1735,4,L,A,WS,HT1,C1,2,S
1736,4,L,A,WS,HT1,C2,2,S
1737,4,L,A,WS,HT1,C2,2,S
1738,4,L,A,WS,HT1,C2,2,S
1739,4,L,A,WS,HT1,C2,2,S
1740,4,L,A,WS,HT1,C2,2,S
1741,4,L,A,WS,HT1,C2,2,S
1742,4,L,A,WS,HT2,C1,2,S
1743,4,L,A,WS,HT2,C1,2,S
1744,4,L,A,WS,HT2,C1,2,S
1745,4,L,A,WS,HT2,C1,2,S
1746,4,L,A,WS,HT2,C1,2,S
1747,4,L,A,WS,HT2,C1,2,S
1748,4,L,A,WS,HT2,C2,2,S
1749,4,L,A,WS,HT2,C2,2,S
1750,4,L,A,WS,HT2,C2,2,S
1751,4,L,A,WS,HT2,C2,2,S
1752,4,L,B,SF,HT1,C2,2,S
1753,4,L,B,SF,HT1,C2,2,S
1754,4,L,B,SF,HT1,C2,2,S
1755,4,L,B,SF,HT1,C2,2,S
1756,4,L,B,SF,HT2,C1,2,S
1757,4,L,B,SF,HT2,C1,2,S
1758,4,L,B,SF,HT2,C1,2,S
1759,4,L,B,SF,HT2,C1,2,S
1760,4,L,B,SF,HT2,C1,2,S
1761,4,L,B,SF,HT2,C2,2,S
1762,4,L,B,SF,HT2,C2,2,S
1763,4,L,B,SF,HT2,C2,2,S
1764,4,L,B,SF,HT2,C2,2,S
1765,4,L,B,WS,HT1,C1,2,S
1766,4,L,B,WS,HT1,C1,2,S
1767,4,L,B,WS,HT1,C1,2,S
1768,4,L,B,WS,HT1,C1,2,S
1769,4,L,B,WS,HT1,C1,2,S
1770,4,L,B,WS,HT1,C2,2,S
1771,4,L,B,WS,HT1,C2,2,S
1772,4,L,B,WS,HT1,C2,2,S
1773,4,L,B,WS,HT1,C2,2,S
1774,4,L,B,WS,HT2,C1,2,S
1775,4,L,B,WS,HT2,C1,2,S
1776,4,L,B,WS,HT2,C1,2,S
1777,4,L,B,WS,HT2,C1,2,S
1778,4,L,B,WS,HT2,C1,2,S
1779,4,L,B,WS,HT2,C2,2,S
1780,4,L,B,WS,HT2,C2,2,S
1781,4,L,B,WS,HT2,C2,2,S
1782,4,M,A,SF,HT2,C1,2,S
1783,4,M,A,SF,HT2,C1,2,S
1784,4,M,A,SF,HT2,C1,2,S
1785,4,M,A,SF,HT2,C1,2,S
1786,4,M,A,SF,HT2,C2,2,S
1787,4,M,A,SF,HT2,C2,2,S
1788,4,M,A,SF,HT2,C2,2,S
1789,4,M,A,SF,HT2,C2,2,S
1790,4,M,A,SF,HT2,C2,2,S
1791,4,M,B,SF,HT1,C2,2,S
1792,4,M,B,SF,HT1,C2,2,S
1793,4,M,B,SF,HT1,C2,2,S
1794,4,M,B,SF,HT1,C2,2,S
1795,4,M,B,SF,HT1,C2,2,S
1796,4,M,B,SF,HT1,C2,2,S
1797,4,M,B,SF,HT2,C1,2,S
1798,4,M,B,SF,HT2,C1,2,S
1799,4,M,B,SF,HT2,C1,2,S
1800,4,M,B,SF,HT2,C1,2,S
1801,4,M,B,SF,HT2,C1,2,S
1802,4,M,B,SF,HT2,C1,2,S
1803,4,M,B,SF,HT2,C2,2,S
1804,4,M,B,SF,HT2,C2,2,S
1805,4,M,B,SF,HT2,C2,2,S
1806,4,M,B,WS,HT1,C1,2,S
1807,4,M,B,WS,HT1,C1,2,S
1808,4,M,B,WS,HT1,C1,2,S
1809,4,M,B,WS,HT1,C2,2,S
1810,4,M,B,WS,HT1,C2,2,S
1811,4,M,B,WS,HT1,C2,2,S
1812,4,M,B,WS,HT1,C2,2,S
1813,4,M,B,WS,HT2,C1,2,S
1814,4,M,B,WS,HT2,C1,2,S
1815,4,M,B,WS,HT2,C1,2,S
1816,4,M,B,WS,HT2,C1,2,S
1817,4,M,B,WS,HT2,C1,2,S
1818,4,M,B,WS,HT2,C1,2,S
1819,4,M,B,WS,HT2,C2,2,S
1820,4,M,B,WS,HT2,C2,2,S
1821,4,M,B,WS,HT2,C2,2,S
1822,4,M,B,WS,HT2,C2,2,S
1823,4,H,A,SF,HT1,C2,2,S
1824,4,H,A,SF,HT1,C2,2,S
1825,4,H,A,SF,HT1,C2,2,S
1826,4,H,A,SF,HT1,C2,2,S
1827,4,H,A,SF,HT1,C2,2,S
1828,4,H,A,SF,HT2,C2,2,S
1829,4,H,A,SF,HT2,C2,2,S
1830,4,H,A,SF,HT2,C2,2,S
1831,4,H,A,SF,HT2,C2,2,S
1832,4,H,B,SF,HT1,C2,2,S
1833,4,H,B,SF,HT1,C2,2,S
1834,4,H,B,SF,HT1,C2,2,S
1835,4,H,B,SF,HT1,C2,2,S
1836,4,H,B,SF,HT1,C2,2,S
1837,4,H,B,SF,HT2,C1,2,S
1838,4,H,B,SF,HT2,C1,2,S
1839,4,H,B,SF,HT2,C1,2,S
1840,4,H,B,SF,HT2,C2,2,S
1841,4,H,B,SF,HT2,C2,2,S
1842,4,H,B,SF,HT2,C2,2,S
1843,4,H,B,SF,HT2,C2,2,S
1844,4,H,B,SF,HT2,C2,2,S
1845,4,H,B,WS,HT2,C2,2,S
1846,4,H,B,WS,HT2,C2,2,S
1847,4,H,B,WS,HT2,C2,2,S
